MF_Number,NS_070,NS_110,NS_143,NS_152,NS_187,NS_196,NS_215,NS_216,NS_217,NS_220,NS_224,NS_225,NS_227,NS_228,NS_231,NS_233,NS_234,NS_238,NS_242,NS_243,NS_244,NS_245,NS_246,NS_261,NS_262,NS_263,NS_264,Ecig_39,Ecig_40,Ecig_41,Ecig_44,Ecig_45,Ecig_47,Ecig_48,Ecig_214,Ecig_221,Ecig_222,Ecig_223,Ecig_229,Ecig_230,Ecig_232,Ecig_236,Ecig_237,Ecig_239,Ecig_240,Ecig_241,Ecig_247,Ecig_248,Ecig_249,Ecig_250,Ecig_251,Ecig_252,Ecig_253,Ecig_254,Ecig_255,Ecig_256,Ecig_257,Ecig_258,Ecig_259,NA_PB1,NA_PB2,NA_PB3,NA_PB4,NA_PB5,NA_PB6,NA_PC1,NA_PC2,NA_PC3,NA_PC4,NA_PC5,NA_PC6,NA_PC7,NA_SB1,NA_SB2,NA_SB3,NA_SB4,NA_SB5,NA_SB6,NA_SB7,NA_SC1,NA_SC2,NA_SC3,NA_SC4,NA_SC5,NA_SC6,NA_SC7
MF_2890,NA,NA,NA,2579874.711,NA,2371164.672,650568.3945,NA,2201428.701,292836.0888,6267986.148,6322102.92,1973561.725,1094318.66,3015421.63,6858618.995,525567.687,12840251.47,2547016.809,8653463.842,1231931.562,2312234.44,NA,6293428.436,1655106.832,2958644.048,NA,532803.0925,2192766.41,NA,NA,670200.4882,NA,NA,928634.4881,927187.432,6710005.513,15388642.38,1182777.678,3739410.55,2594682.3,NA,NA,5244957.333,1323914.676,776559.5004,NA,1829466.475,2146000.667,4865941.783,NA,1149328.128,2123212.099,3294255.784,1800032.54,8918924.875,11877811.21,15053729.91,1783551.064,NA,NA,NA,NA,NA,NA,2218733.109,2424552.562,2201061.286,2147466.08,2437450.437,2515185.657,2356961.786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_3096,NA,NA,NA,2580277.912,NA,1851278.142,607359.8164,NA,2467193.513,NA,9389744.548,9939361.628,776387.3924,NA,2931915.845,3524613.983,NA,3850894.855,3342561.753,6003756.965,2220729.964,4284633.207,NA,5196531.603,504620.8441,3257262.167,NA,464432.151,687629.6317,NA,NA,NA,NA,NA,677395.4121,1423286.334,2602423.037,15319036.11,1119183.142,4459224.268,1594395.892,653799.3651,NA,1753743.297,1690181.784,499896.3616,983516.2239,3242169.52,3794326.993,5743400.026,2806165.823,NA,2710564.655,2419140.684,821678.9762,8081247.051,12717785.06,9862167.233,1132901.666,NA,NA,NA,NA,NA,NA,1723146.705,2036455.353,1785622.924,1494499.62,1564940.501,1618243.82,2012666.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_2904,5160510.193,9641623.869,7796259.248,10310035.7,NA,NA,7561429.753,7507115.645,13284415.81,6874348.43,8905920.632,4155369.15,NA,6830335.931,6979436.725,9022347.236,8263549.793,12119158.25,11836854.96,11634923.9,13212928.31,NA,7194728.523,NA,11011810.32,7133543.155,6399450.342,11652272.84,8486750.907,8295550.268,11123287.31,7460185.992,4432098.803,NA,NA,6672020.552,13736673.36,11494838.66,8366957.219,NA,8916660.762,5230249.602,7435357.648,NA,9607738.871,8665631.245,9332557.576,9571078.779,10134629.73,10006764.49,7179957.835,8232596.845,11452343.43,8614181.367,10992119.09,10620332.52,9726587.225,15317650.95,6344335.04,NA,NA,NA,8430182.655,12092502.37,7720387.359,9079798.347,8864544.84,9875424.351,9161996.633,10138719.03,9550689.571,9459698.254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_2908,NA,1677754.109,NA,1620810.105,NA,5131849.102,9091968.706,521671.4472,7568943.376,472057.2679,9215691.125,15294458.48,NA,642204.8234,4209541.742,4809778.137,1513801.985,5563035.265,4676917.856,5541514.934,4419839.521,5685176.612,611584.1693,3577243.119,518680.4083,1756045.393,461520.1279,2132478.362,6794946.574,NA,5573130.171,2511299.92,NA,1292949.423,1935136.388,4813571.834,11657013.6,11214757.08,3250638.457,4502855.941,2955850.333,6227584.334,NA,4786520.797,2114933.935,839387.0296,1138777.886,1819461.019,1763359.706,3460511.113,NA,1954563.813,3686945.982,3538251.931,NA,12082923.67,5699200.183,6554539.246,1999341.011,NA,NA,NA,NA,NA,NA,3082729.556,2814839.7,3237048.816,3153545.631,2992225.095,3665752.685,3531734.503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_2909,NA,2361917.378,NA,1061622.361,NA,6731108.304,3857782.25,NA,3172101.374,NA,9472686.292,9902276.421,NA,NA,12169759.87,3348931.723,2517488.105,5245900.101,NA,7474471.137,3641051.385,4761368.765,NA,8176562.759,NA,4840304.583,1944351.025,427946.1181,NA,NA,8633597.246,NA,NA,NA,NA,4719523.983,4800446.582,13649495.82,NA,6732786.311,5526053.806,4557661.292,NA,5233675.982,15284170.01,NA,6692453.535,6041367.022,2198307.437,3062600.006,1703501.966,3895381.712,1622818.154,3743659.44,NA,1174653.789,8946546.666,10302528.92,NA,NA,NA,NA,NA,NA,NA,4276816.715,4638068.492,4601017.668,4318712.5,4582900.578,4092277.299,3164561.863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_2910,NA,NA,NA,322785.1523,NA,8513334.221,1071736.281,618520.6943,NA,NA,934820.0796,3857153.163,270509.0048,475950.4302,NA,NA,NA,1250105.01,15278555.91,7140601.463,2167631.251,881812.8797,NA,8281975.104,172295.7188,NA,164275.3341,632076.7436,2955866.518,1175676.481,2977177.322,853378.604,217451.3686,195017.2718,432456.0755,548134.4853,1845420.968,11916785.81,NA,2009829.3,NA,6802522.576,1240641.234,5626517.55,NA,NA,924552.49,NA,3104270.021,9925201.428,NA,NA,1554846.037,2563891.411,NA,3208535.357,1797667.551,3236186.7,NA,NA,NA,NA,NA,NA,NA,1078182.175,1107033.403,1370008.856,NA,1803994.892,1698575.902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_3079,962987.4622,4893752.868,NA,1273709.762,NA,546210.7356,727488.3106,NA,15207855.58,NA,2667056.502,2542402.567,NA,467130.1164,4088926.855,834880.5288,527098.0105,576768.8778,1906687.587,752269.3676,874906.3395,3818136.776,820248.0057,NA,358008.9464,11713295.24,NA,NA,1853484.37,NA,NA,NA,NA,904617.6127,NA,1147081.762,2204701.153,1160294.864,822527.7437,1703842.358,2402025.523,987680.3959,NA,1253931.014,NA,NA,719811.1094,3544584.726,2046496.318,693976.4962,338735.1278,NA,562633.7318,830730.0023,685996.4686,1443913.764,NA,1549137.903,2423768.853,NA,NA,NA,NA,NA,NA,788651.8679,882629.8295,820045.1276,790613.5985,814350.5253,826707.9298,771559.7016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_2922,764107.8973,6813162.537,NA,1126709.762,NA,7451046.314,1298062.214,3214811.561,2652792.567,NA,NA,3937420.82,NA,2465978.158,593290.3779,NA,484027.6051,2672487.981,1108979.556,NA,NA,583149.8531,849900.0399,1107256.416,484799.0747,1165341.451,470128.6806,NA,1458960.021,958019.9196,240623.363,2464176.621,475016.752,9941146.437,NA,439203.7968,461282.6078,1222508.64,1202821.175,15202877.51,7557875.079,5524401.405,NA,2355738.567,NA,387770.872,673959.4528,11071633.67,1306926.313,386171.0915,87646.09712,NA,NA,621815.2194,6529917.809,147443.3193,229999.4842,1218848.313,290305.5796,389442.2684,NA,116921.5234,NA,NA,NA,1538915.699,1508449.115,1642878.698,1518352.531,1456196.385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_2924,279047.8495,383549.7706,NA,3457315.126,667117.3645,2348559.868,1345062.637,1194560.231,2311737.198,305718.0297,3244092.28,6692207.048,1611058.44,615571.2727,1612924.004,3183414.407,11199265.63,6238854.865,1692753.06,3382913.486,931557.8358,2221147.913,872977.2423,2506759.216,1424653.415,3536323.683,418053.3872,509360.0852,1495462.498,NA,6365800.498,877052.0593,849682.1528,566237.0324,1251108.244,2285409.833,2575055.661,8933930.91,1686151.206,2182238.675,1067806.957,4724011.646,646351.7308,1625513.913,839184.8204,972491.4447,3652050.919,1053107.84,2409099.497,1445239.65,1415949.413,1330083.869,2261074.841,2097493.288,3522859.951,2995441.056,15190418.3,5623674.497,2048226.837,NA,NA,NA,NA,NA,NA,2394921.311,2546645.389,2476014.83,2469485.101,2472690.75,2556700.499,2278902.874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_2927,NA,448145.7359,NA,4511224.095,NA,539672.9539,NA,NA,NA,NA,4626774.846,NA,NA,NA,NA,722165.7028,81973.97851,NA,1027346.064,2710240.926,328126.8541,149096.4476,152753.5283,4541366.843,418081.8875,NA,NA,108992.7805,NA,NA,NA,NA,71157.66606,247889.5093,NA,NA,680025.9292,923925.8731,NA,NA,NA,1093934.474,NA,662105.3318,845217.8882,660169.8662,NA,NA,NA,15173654.94,NA,NA,107110.4102,554577.4451,528982.2589,199658.2574,452271.5817,758553.5333,77628.49252,NA,NA,NA,NA,NA,NA,NA,729439.1252,NA,564327.5781,NA,353692.7291,392177.9789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_2934,NA,NA,NA,NA,NA,NA,2708590.868,1819980.255,NA,NA,556769.944,NA,2688341.85,NA,NA,3401784.2,NA,9214878.576,NA,NA,NA,1760148.163,NA,NA,840188.7342,1133694.143,1158981.316,NA,5174480.671,NA,NA,4387883.578,4045218.355,3231899.625,NA,NA,NA,15140890.77,1215197.198,NA,NA,9431472.086,NA,NA,2027995.736,895441.8684,NA,641499.0089,NA,NA,1939881.462,2184824.069,3482973.285,NA,773427.127,NA,963106.1235,NA,2563208.079,NA,NA,NA,NA,NA,696432.5282,NA,3051478.67,2910673.618,3147717.117,NA,2293368.683,2070698.961,NA,521359.0933,588881.8518,NA,NA,NA,661678.5204,NA,NA,NA,NA,NA,NA,NA
MF_2942,NA,5663578.245,2739251.909,NA,2487909.217,7048544.425,3990694.704,NA,5904958.281,NA,2671945.828,10374317.36,NA,3307613.237,3447141.525,1882638.139,NA,4323174.456,NA,2880622.576,2663492.696,NA,3205637.765,15059130.66,4277525.665,8820707.753,2920214.448,NA,NA,7600960.383,NA,NA,NA,9584899.188,3596703.063,NA,NA,NA,7237564.476,6845580.272,5171761.442,4845735.572,NA,3823063.028,3307611.751,1798210.837,NA,4696436.244,7891113.145,11331461.33,NA,4219309.676,3190508.512,7348742.315,8037735.985,4973620.618,10337389.18,6321582.151,NA,NA,NA,2640122.599,1948968.805,1803190.204,NA,4107259.272,4023957.219,4018631.505,3803887.75,3479706.488,3399270.498,3031509.121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_2946,569250.8287,15047625.31,NA,1138805.728,178654.9854,3360907.71,448681.9353,492903.1421,1912843.241,334365.568,NA,2897844.592,283460.4605,251464.8361,1286779.979,744266.953,546613.6978,2941707.681,560370.2194,8946006.87,997124.8745,895579.1164,280410.7081,2416123.208,666954.3343,1300435.757,230685.1312,1031623.52,271082.6457,247518.3175,1283194.982,683146.2411,NA,288055.328,230224.7111,463592.4218,3969881.847,1575221.323,228588.3566,345009.4787,375811.3631,555438.7506,NA,NA,428128.1713,494144.022,399508.6241,NA,1798171.196,2119717.811,1164651.175,6170376.932,992310.1566,892816.0848,728864.6808,NA,1258438.69,NA,NA,NA,NA,NA,NA,NA,NA,1338677.915,1337574.041,1311763.203,1489982.18,1239326.109,1298931.709,1245965.832,NA,NA,NA,NA,73450.34891,NA,55953.51084,NA,NA,NA,NA,NA,NA,NA
MF_2960,NA,NA,NA,1536965.364,NA,1618348.255,NA,NA,1720038.966,NA,14936440.81,1587782.714,NA,469617.5648,542165.9729,451634.7109,NA,5970947.719,1404457.161,5217312.484,3370615.752,NA,236169.9534,1971227.763,NA,NA,NA,1045461.111,508245.9825,506116.3332,3531735.307,NA,NA,NA,NA,NA,NA,559182.146,649142.136,NA,4696278.465,3204522.262,NA,4092968.155,NA,NA,1436264.149,3543039.071,NA,8973023.287,NA,NA,748082.4807,NA,NA,3595274.705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_2961,6925203.951,1596105.637,328493.5512,8912077.573,1969717.518,1152001.803,733444.172,2142363.502,479243.5445,455821.3792,1179778.794,1393349.07,5915059.783,3610883.279,433459.1009,505957.0968,12256422.77,947844.4434,365220.7146,324763.7481,487497.6958,2551899.089,3673969.467,768155.2898,10992494.02,4137481.249,904795.8546,1770102.895,624558.5396,1863971.568,12475916.59,1458228.579,3830719.507,1946249.986,2548811.95,14935427.92,446108.9058,6383815.618,7303697.223,333154.9459,953873.2082,6453003.166,13127602.55,483116.8217,587131.0362,4378736.867,12213409.62,4808129.566,10241620.5,239718.2626,10018550.33,282746.2669,1680607.855,NA,615022.0647,276338.9923,1353785.366,511606.5954,2144959.009,476152.9023,358124.3165,358279.5854,137487.6931,223644.769,327480.0992,6403804.576,3757904.532,2784867.318,2550472.111,1821959.329,1038195.504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_2963,313257.5892,NA,NA,323035.9568,385834.3525,NA,14927899.04,247594.6957,518503.0846,167650.4721,NA,577305.1802,417868.5805,NA,528272.3452,562919.5792,NA,412746.8697,680901.8877,669677.9105,NA,NA,391276.185,NA,NA,NA,236747.9884,NA,825393.9177,NA,381493.0325,446051.1958,NA,902807.5141,656727.03,446594.2676,578507.6192,533800.2475,NA,NA,NA,885317.8062,476935.7763,NA,851852.1226,NA,NA,NA,258972.4427,284188.0198,407616.5855,NA,NA,369529.8794,2164219.058,NA,NA,NA,92793.47765,NA,NA,NA,NA,NA,NA,863086.2429,881775.8955,799327.1141,860939.7354,743791.5008,722369.6696,739402.5251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_2966,2005334.942,NA,465169.3347,2123298.307,626096.7824,608127.2316,5393418.348,1841044.279,2326804.529,NA,10001406.33,1649166.037,NA,652810.6449,4774780.417,NA,1197164.9,1941731.688,NA,2277575.225,1645928.125,3188080.958,NA,2157364.142,2649722.64,1360563.208,794067.05,1164030.522,829997.2158,1175639.716,7529113.128,2097126.386,1271113.715,NA,815734.0991,NA,2097017.073,14631563.27,1177130.991,2993944.525,NA,1076786.539,813608.4201,2606005.823,NA,1316037.807,NA,NA,2570337.586,NA,NA,NA,2752377.308,NA,9471901.208,1839119.489,2826755.799,14900146.85,NA,1057816.011,1508029.316,1763466.674,1418579.317,1595353.969,758497.6805,4237864.504,2567192.251,NA,1946896.917,NA,2290212.201,2583846.847,766740.4246,NA,NA,NA,NA,856352.751,NA,2410837.321,NA,1796964.021,NA,NA,NA,NA
MF_2978,NA,NA,NA,3715133.901,NA,4020589.728,2187378.239,NA,2237571.083,NA,5637910.528,14824687.73,NA,NA,2761353.124,2186715.456,3235083.724,1450322.033,2724116.635,5978425.054,2276869.211,3133976.924,695632.805,2770178.164,722169.0527,1955005.081,NA,NA,1093402.78,NA,3462103.25,1057641.921,582975.6361,NA,NA,2824757.68,4157729.084,4601911.231,520317.522,1979319.748,1899884.602,4461224.517,385644.464,1426143.574,977216.4976,NA,1273383.716,1557297.219,1751099.343,3069688.522,NA,1387447.387,3017906.636,2842849.531,640414.0988,6735627.412,4994524.505,5805544.638,1750205.176,NA,NA,NA,NA,NA,NA,1731396.542,1795559.198,1748410.521,1917296.129,2135010.33,2165466.385,1867262.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_3092,NA,NA,NA,NA,NA,1639180.504,460440.5486,NA,NA,NA,14129815.67,NA,NA,440834.3767,NA,NA,NA,3037394.197,309943.8203,1472238.455,1433707.269,NA,NA,NA,NA,NA,NA,850279.0162,142409.3091,348362.7458,849853.4063,NA,NA,NA,19237.06954,NA,1941748.647,NA,523858.4558,NA,2268601.634,825661.8054,NA,2268541.508,NA,139612.7669,858912.8209,NA,NA,14810301.14,418930.0977,NA,NA,1399623.5,NA,82631.06387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,856686.764,828520.0295,1044820.252,724788.3796,NA,418978.7138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_2984,NA,585351.116,NA,1105996.584,NA,2804742.459,2645224.061,NA,4652582.544,NA,14764692.22,1955854.607,NA,479554.0938,1461359.26,784473.0436,NA,5857948.891,2176984.292,8406634.332,6670495.397,NA,NA,7910868.329,226639.9741,NA,356278.7246,1904692.156,544740.6159,870705.8442,10811081.18,NA,NA,NA,306053.1023,NA,5830932.764,1048803.16,750350.7798,449574.5571,11167261.16,4277740.45,113167.1714,6476906.009,NA,183393.0973,4348364.218,8862658.584,507399.6876,6112520.447,NA,NA,2268764.355,7298747.377,562312.7476,3068009.265,NA,7210645.103,NA,NA,NA,NA,NA,NA,NA,1791506.65,1829161.188,1819875.461,1984223.947,2107371.103,2237021.14,2284098.935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_2986,NA,501018.9293,33038.43332,4285124.961,NA,3462962.449,79309.94157,55043.83914,232221.6666,NA,154635.8542,14752953.8,197161.7967,NA,716824.1299,533944.9743,376405.4674,655656.4848,813485.0968,1682792.774,712551.2668,605506.0145,231698.6741,3360507.001,468080.9755,1518171.511,371553.3704,NA,42700.71295,205752.6463,2221189.045,190237.0265,713190.3483,205444.7073,NA,128760.7357,NA,3288841.623,80868.72131,88549.85802,728796.4259,776981.1265,87709.25601,320976.4621,224142.9281,307129.6745,95202.6529,154819.5633,804400.6379,860047.4065,275488.2713,NA,436528.4347,96910.28457,217717.9379,722568.7678,380425.7747,1441146.154,94877.52085,NA,NA,63508.52964,34468.60598,66024.5364,NA,1410401.12,1243191.98,NA,1073573.785,1056202.732,818502.3972,908090.4224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_2990,280560.718,290710.6111,262956.6656,NA,305359.0755,2966861.554,216204.7456,483206.6027,1844254.092,194956.5613,324617.6141,2737102.598,NA,196594.195,287371.8201,481918.4662,3901514.659,4805900.592,NA,189010.6346,NA,316178.6965,478681.9492,1686303.469,304641.3248,326548.1644,398634.2898,875608.7486,4117496.995,3173503.083,10634744.65,941212.3646,3393810.549,1283170.819,NA,1942349.943,9752511.621,14723639.02,NA,296025.3954,453638.2363,8210385.817,3428985.601,1221808.175,186194.9124,385435.2812,3454352.139,249182.2316,699612.6042,363113.1262,1303145.17,NA,855361.5615,243836.7275,126059.5145,1505301.253,294021.4378,527770.0572,1600715.299,NA,227565.4009,239018.7829,195164.9696,160193.7534,147143.6579,1777533.679,1306997.256,879981.6727,610704.6887,479696.0473,NA,334752.6176,274811.9459,195041.9112,222841.5382,169506.0118,212308.6231,190153.0868,144143.5341,255220.2876,247662.5672,238431.9816,226875.1703,186765.893,147151.7587,168093.037
MF_2992,NA,NA,NA,10902488.05,8901805.243,6360305.034,NA,NA,NA,NA,8265177.247,11821415.59,12003089.56,NA,NA,NA,5603809.828,11011462.69,NA,NA,NA,7799634.894,NA,NA,NA,6805456.027,6223178.37,10999654.6,NA,5940833.283,7689281.536,11023445.6,9370831.258,8933825.161,NA,NA,NA,9068413.482,NA,NA,NA,5554753.617,8780524.082,13000214.53,NA,8159313.973,8039109.129,NA,NA,NA,7267509.845,12896723.96,8797091.466,NA,NA,NA,9193944.533,12181973.17,NA,13584414.88,10846991.49,6939431.905,NA,NA,NA,14717772.12,10773144.8,7624614.451,6386970.557,NA,NA,NA,13247958.43,10347974.75,7296537.945,NA,NA,NA,NA,12634890.92,11105013.52,7858846.974,NA,NA,NA,NA
MF_2994,NA,NA,NA,807868.6535,NA,939444.78,601710.8638,NA,741867.2928,NA,1217533.967,2913937.86,674924.4508,645413.9553,1015546.199,1169075.091,354196.9955,4373736.676,1595925.208,2545417.423,691295.5018,1098647.059,NA,5481020.721,874427.9537,1050710.194,NA,NA,1359624.626,NA,2277406.539,NA,NA,NA,NA,1060512.956,2944759.471,14712587.92,417202.1492,1140228.654,1054637.454,805697.614,NA,1427648.442,330356.4191,296518.6383,976826.5847,389037.7915,592104.7272,1859839.198,NA,646075.5841,1555446.968,1754468.262,989165.9057,909225.4673,5111572.429,10223088.17,1462967.135,NA,NA,NA,NA,NA,NA,1003918.867,1016801.196,1037087.196,1111395.516,1048534.393,1071752.542,1083543.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_2999,213065.6618,639053.1508,182958.134,6507236.713,221329.2392,2726277.831,552034.5437,253178.0103,640849.7351,276623.3571,NA,14690428.38,311411.6952,338448.2031,797417.7385,751546.0118,399654.5505,1243814.398,1156382.694,2159630.726,1103078.707,625421.6836,431580.8648,3335469.667,611363.4582,1376648.977,423981.9675,307807.7344,234358.9619,351121.1155,2217896.03,788058.9553,667479.3106,460125.8579,306302.7141,423070.1117,596674.8441,3599540.078,293885.5852,371710.2847,1443530.784,738649.797,291518.6001,NA,404700.6565,437350.9576,NA,NA,1479046.221,NA,529767.7075,NA,842258.5723,243221.0197,412887.5613,1143553.824,594707.4361,1236175.096,222775.6446,191940.9217,233589.682,213268.1191,227728.6291,221299.756,231527.1303,1338767.729,1396747.902,1116751.427,1096217.655,1033115.735,1127360.91,1300244.452,85663.38543,NA,168899.5975,203260.0707,164356.5905,168285.6322,140729.1358,82597.72155,418428.2143,NA,NA,165391.5305,140143.7934,137131.658
MF_3005,13226804.18,12708352.32,13392043.06,12267812.45,14122862.3,4053314.724,13365951.69,13647664.16,11481919.11,14341803.98,13027422.84,11374861.34,12784430.16,13477329.3,13916809.09,14232821.8,12811281.88,10819635.86,14038899.32,12813287.38,14381208,14084454.02,12360401.78,13033255.57,13667767.57,12503411.27,11661968.74,11860951.32,13631213.47,13107195.29,12694335.98,11674704.5,12661372.93,12882523.78,12849550.66,13377375.02,14129047.72,12656034.27,11982937.03,12335847.66,13509729.22,13139275.08,12457415.43,12098046.18,13305739.36,11542232.97,12357893.96,13677286.36,14167838.78,11904494.17,11865462.95,12809130.67,11982716.69,14685379.73,13655488.73,12428494.25,1758665.374,11795869.03,14326294.52,12139702.96,12575689.56,13621099.97,12701111.27,14113013.56,13307282.73,10983347.5,10972916.89,12407883.62,11590602.41,12969345.73,13590191.06,12848241.27,10591576.57,12725423.86,11285680.41,12130678.06,12917488.73,13543199.99,14372787.47,11891527.94,10709195.94,12275519.2,12477861.98,13004882.28,13549450.35,14323510.87
MF_3002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3320632.001,NA,NA,NA,NA,NA,8352087.503,2282188.369,6339449.237,2169717.664,NA,NA,NA,NA,242306.8853,NA,1806152.717,NA,414680.4912,7376805.238,NA,NA,NA,NA,NA,4328555.694,695300.5724,672823.0228,NA,14674841.31,NA,NA,6992314.95,NA,NA,4329461.173,5809289.843,NA,13195312.03,2814738.25,NA,3460805.435,6002983.913,NA,2127370.1,NA,6364370.801,NA,NA,NA,NA,NA,NA,NA,1723419.62,1892218.439,1825014.613,1919307.897,1745566.912,1887316.486,1553280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_3004,1718836.571,5348358.04,595212.5425,483883.8235,102297.0466,1833668.918,948071.8951,562313.1693,14659720.64,1440789.941,6460269.042,2936561.394,628364.701,484904.8395,5971464.91,5145159.92,NA,393126.0502,1044376.45,996281.1508,1710245.572,867909.2818,1920432.675,714469.0227,512221.3917,2305405.958,359679.1374,426621.92,1732639.07,NA,7406031.971,1942186.818,101849.8344,864961.6219,520621.4291,NA,564798.9001,9217438.162,1296196.209,882405.9349,4450305.114,1298766.228,NA,1113909.405,4404936.782,430504.8318,4202211.105,3804970.406,322014.7917,6621630.463,1130877.018,334769.9555,517110.6393,10114860.09,4245586.188,841418.6396,2384628.802,5490028.913,4361279.323,NA,NA,137406.7115,NA,NA,NA,1965619.222,1991368.288,2044571.087,2008733.02,1816845.175,1766235.383,1835139.345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_3008,6721196.172,8180573.215,5978649.418,14614284.27,4061064.296,NA,1517574.168,6514955.785,NA,6960613.398,10295555.19,5164512.693,5472809.402,6863131.992,1020880.067,NA,6995886.795,NA,NA,NA,NA,10173004.6,NA,7859933.764,8596679.816,11451793.71,3795041.987,4578108.862,6027353.611,9799390.843,NA,NA,NA,3973670.952,10097518.38,7046785.289,2386774.585,NA,4911538.766,NA,NA,NA,NA,NA,6378673.649,NA,3606740.663,NA,3149735.57,6489587.139,9121338.987,NA,10870499.93,NA,NA,NA,3621765.038,4687257.265,6347419.867,NA,NA,10348133.61,8174767.576,6291585.858,NA,NA,NA,11552883.89,NA,6024290.62,7121775.779,4165400.684,4680004.628,11515128.71,9757959.296,6797402.087,5792281.72,6122315.023,4381814.24,NA,12746241.47,12271673.54,8674703.349,6416014.751,6335513.189,4937883.246
MF_3013,NA,5329022.697,NA,4235006.831,999518.7651,4398472.432,3570516.362,NA,7374257.496,3295489.306,13890072.94,10670436.95,1695118.67,1026291.169,4752328.465,4300963.063,1438105.639,3085581.007,2778017.511,4147925.747,NA,11588776.7,2118681.119,NA,4242512.69,3791642.228,1421597.771,976014.0573,4235269.266,NA,4451741.57,4911104.556,215098.0738,3112807.144,1466370.513,NA,7771985.318,NA,3710102.861,7921195.956,7303787.394,4448242.449,641931.8523,11004496.4,2390064.97,1562407.618,8097671.774,3022076.379,4240673.379,9576613.964,2900217.589,4755274.793,6122759.876,5231648.042,3764318.481,3333121.978,3116464.214,14567710.4,5135298.197,1654048.768,NA,NA,1591766.71,1692684.556,NA,3330335.469,3314885.114,3259379.758,3228687.392,NA,3266022.671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
